"female","LHML","LHEB","LHHD","LHMLD","LHAPD","RHML","RHEB","RHHD","RHMLD","RHAPD","LRML","LRMLD","LRAPD","RRML","RRMLD","RRAPD","LFML","LFBL","LFEB","LFAB","LFHD","LFMLD","LFAPD","RFML","RFBL","RFEB","RFAB","RFHD","RFMLD","RFAPD","LTML","LTPB","LTMLD","LTAPD","RTML","RTPB","RTMLD","RTAPD","BIB","LIBL","RIBL","LAcH","RAcH"
0,293,55,42.88,23.84,20.4,298.5,56.5,42.8,23.12,22.43,229.5,16.97,12.82,238,17.71,12.73,418,415,75,64.2,42.83,24.96,29.42,411,410,76,66.76,42.5,25.8,30.29,356.5,67,22.45,30.03,356.5,67,24.21,29.02,280.5,152,152,48.47,47.83
0,282.5,61,48.92,23.93,23.01,287,62,48.84,23.44,22.46,233.5,21.46,13.74,250.21,14.72,13.31,406.16,401.68,82.8,63.11,47.18,29.82,23.89,400.02,464.94,82,70.41,46.73,27.5,25.73,354,73,25.28,30.18,365.84,60.48,16.38,23.81,267,150,149,52.42,44.93
0,311.9,52,44.41,20.59,21.72,309.76,69.67,49.42,16.92,18.61,238.5,22.15,12.55,244,20.25,14.26,415.12,444.75,66.03,69.62,45.19,20.53,29,420,416,80.45,68.18,46.18,26.33,29.92,350,67,23.96,28.54,351,64.12,23.77,26.55,266,153,151,49.98,49.77
0,286,60,45.43,24.84,21.99,287,57,45.31,22.91,22.23,236,16.79,16.28,217.79,12.2,10.62,405,402,76.5,66.5,43.04,24.13,27.4,403,401,78,66.19,42.83,24.36,28.78,356,66,23.72,28.94,354,67,24.6,26.58,257,151,148,47.33,47.34
0,278,61,43.6,24.33,21.56,285,63,45.69,24.81,23.72,231,17.66,12.34,233,19.85,11.84,420,417,81,70.34,44.89,26.31,32.78,421,412,79,67.47,44.17,26.59,32.21,352,71.5,23.87,30.59,348.5,73,27.04,29.91,253,156.7,158.74,49.82,53.42
0,291.5,60,46.47,25.76,22.43,290,60,46,22.94,26,228.99,12.46,15.77,232.5,19.61,14.49,432,429,82.5,72.59,45.98,25.88,31.28,425.42,434.09,77.97,64.99,46.64,22.52,25.43,355.23,68.81,19.28,24.12,332.5,70,25.11,30.41,265,157,156,51.26,50.83
1,266.5,49.5,37.15,17.65,18.37,294.52,60.32,38.32,16.06,19.1,212.5,15.33,10.4,214,15.27,10.16,385,367.33,77.17,73.15,37.77,24.78,24.14,477.02,410.62,71.53,63.36,38.33,25.52,26.47,328,60,20.89,25.86,323,63,22.03,24.21,265,152,151.51,44.56,43.53
1,330.87,52.43,41.47,18.89,18.4,282,54,39.27,19.31,18.01,219,15.33,9.84,222,16.14,10.2,383,380.5,68,59.18,36.91,24.4,24.12,382.5,279,70,60.15,37.03,25.02,24.38,325,59,20.29,25.52,323,62,20.86,23.57,265,152,152,40.86,40.55
1,269,54,39.25,19.83,19.27,275,54,40.16,20,20.15,209,15.55,10.3,214.5,13.82,10.34,385,381,73,63.3,39.41,26.17,24.08,385,381.5,71,62.32,39.99,25.62,24.53,323.5,63,22.65,26.53,322,63,21.24,23.68,264,146,144,45.12,44.96
0,263,59,43.89,23.11,19.41,266,60.5,42.37,23.3,22.19,222.5,19.3,11.6,227,15.69,12.8,385,383,77,64.28,43.85,25.45,28.23,381.5,378.5,77.5,68.05,42.32,26.22,29.63,324,66.5,24.47,30.56,323,70,24.21,27.61,248,159.13,141,48.62,47.17
0,292.69,59.87,39.94,23.08,22.55,295,59,44.83,22.44,23.31,236,20.27,13.21,249,23.22,13.04,446,445,79,70.01,45.61,25.39,34.5,437,435.5,79,68.28,44.86,26.53,33.39,367,68.5,25.36,27.13,360,69,23.33,27.58,271,156,142.09,50.82,49.97
0,294.12,55.68,49.51,19.26,23.73,284,58.5,44.51,22.05,22.4,229,20.77,11.88,232,19.6,13.17,457.33,428.08,75.5,67.51,45.37,26.9,29.93,421,417.5,78.5,69.16,45.68,25.48,32.31,367.29,75.26,20.09,28.72,337,70,25.26,28.46,255.5,152,153,49.32,49.33
1,325.81,50,39.94,17.06,19.59,307.75,49,44.76,23.61,20.85,199.5,14.59,9.44,194.71,14.22,13.09,367.5,364,65,55.62,37.51,22.79,22.74,366,365,62,60.58,38.02,23.69,23.17,299.5,58.5,19.07,23.26,301,60.5,20.36,23.15,255,140,142,42.01,42.56
1,258,51,36.21,20.03,20.25,294.58,53.92,40.94,20.08,20.07,207,15.16,10.62,209,14.74,10.42,373,368,69,57.72,39.37,24.26,23.59,369,367.5,69,58.59,39.05,24.24,23.88,353.89,79.2,20.3,24.76,362.21,72.28,18.92,25.33,259.5,148,151,47.57,43.88
1,284.5,52,40.87,18.55,18.01,293.5,52.5,41.5,19.35,18.22,221,13.32,9.87,224,14.69,9.71,404.5,399,71,59.94,40.39,23.9,23.41,407,401,71,57.91,40.77,23.14,24.05,332,61,17.41,22.48,331.5,60,19.13,21.09,253,147,148,45.68,44.92
0,287.5,50.5,41.32,20.71,20.18,290,51,40.97,20.99,21.16,227.5,15.06,10.76,230,15.55,10.6,406.13,386.7,88.45,57.5,41.88,28.85,30.57,422,420,72.5,62.81,42.25,24.01,26.46,370.86,70.73,19.35,27.82,335,67.63,17.41,26.29,268,153,155,45.55,41
0,287.5,58,43.17,23.26,19.03,289,57,42.68,21.48,21.51,232.5,16.46,12.81,234,19.5,11.99,406,405,77,68.36,43.76,26.35,29.99,404,401,75,66.4,43.54,24.94,28.49,342.22,62.11,19.12,22.54,338,66,24.43,27.49,277,152,151,48.6,48.02
1,262.5,49,38.2,18.98,20.42,265,50,40.12,19.33,20.68,209,15.16,10.86,208,15.54,10.56,391,388,69,59.24,37.69,25.83,25.36,393,388,68.5,58.79,37.51,24.82,25.61,327,61,22.12,24.91,324,61,23.45,23.6,246,143,146,42.96,41.07
0,279,60.5,42.59,25.21,20.55,348.24,65.92,37.48,18.94,22.09,228,15.29,11.5,230,15.19,11.14,410,408,76,63.04,43.16,24.83,30.27,408,405,76,66.22,43.51,25.36,31.47,339,69,20.51,29.79,341,68,24.1,28.52,256,137.96,124.3,47.26,48.23
1,273,52.5,39.62,18.6,17.25,274,51.5,38.76,18.65,17.76,212,12.91,9.88,216,13.27,9.66,382,378,65.5,56.01,37.03,24.42,23.6,385,382,67,57.44,37.13,24.69,23.84,315.5,57,20.47,26.15,317,59,21.65,26.47,261.5,143,143,40.6,41.59
0,283,59.5,45.1,24.29,23.31,277.5,60,45.02,26.4,23.93,228,17.85,12.57,234,20.63,14.73,402,398,81,71.08,43.66,25.74,31.47,400,398,80,70.42,44.67,26.55,32.05,338,70,25.54,30.17,336,69,26.05,28.62,267,154,150,49.43,49.64
1,267,53,38.41,17.3,17.92,270,54,38.21,18.2,18.32,218.5,13.31,10.74,218,14.18,10.39,386,384,71,63.6,39.73,22.31,23.48,384,380.5,72,63.72,38.46,22.4,24.01,390.94,82.55,20.54,28,322,62,20.84,22.7,225,141.5,131.76,44.92,44.2
0,302,56,44.12,21.06,23.21,302,58,43.91,21.84,22.63,229,15.61,12.73,228,15.67,12.62,416,413,77.5,64.96,44.34,26.46,27.32,415,412,76,63.88,45.02,26.55,26.79,344,68,21.52,27.83,342,67,22.78,26.74,237,151,154,49.46,50.57
0,313.5,55,41.51,21.46,20.25,318,56,42.39,21.28,19.76,239.5,14.63,11.47,242,14.84,10.71,441,438,76,66.86,44.82,25.1,28.96,442,439,76.5,67.65,44.96,25.19,28.67,353,65.5,22.78,25.59,353,65,22.67,25.77,245.5,153,155,51.58,50.71
0,288.5,59,44.77,22.45,22.9,291,58,44.09,23.37,22.04,227,15.19,13.28,229.5,15.7,13.23,399,397,78,71.6,45.14,28.5,26.39,405,401,78,70,45.07,27.78,26.95,331.5,71,21.03,26.47,331,71,22.7,25.55,246,147,149,51.44,50.63
0,302,58,43.37,20.72,22.25,307,60,43.8,21.34,22.68,235,16.71,11.56,236,17.19,12.82,446,441,82,74.35,45.48,25.6,29.17,442,438,84,75.29,47.19,25.35,29.24,344,75,22.56,27.29,348,74.5,23.56,26.2,243,142,146,50.46,51.63
0,283,55,39.93,22.01,21.37,287,55,42.08,20.75,21.54,218,14.38,11.7,219,14.27,11.64,398,397,73.5,65.56,41.26,29.44,29.02,403,398,73,64.46,41.06,24.06,26.64,321.5,67,22.26,25.84,321,68,21.72,25.45,236.5,133,134,47.16,47.53
0,269.5,54.5,40.11,21,20.11,272,55.5,40.34,21.28,20.75,203,14.84,10.73,203,13.74,10.13,388,381,75,65.8,42.53,24.2,26.24,384,377,72,64.46,42.68,22.99,24.38,307,67.5,19.48,24.83,308,66,21.18,23.79,248,140,141,49.61,48.14
0,284.5,60.5,46.47,20.17,20.38,283,60.5,45.3,18.69,19.17,212,14.04,10.71,218,13.64,10.42,405.5,403,81,70.32,48.1,23.63,28.14,406,401.5,81,70.64,48.52,24.13,28.29,324,72,21.78,25.42,325,74,23.16,24.25,250,153,154,52.69,54.3
0,295.5,63,43.92,20.86,21.21,296,63,43.75,20.41,21.22,242,14.08,12.12,244,16.41,10.92,421,416,78,68.51,45.49,26.29,25.68,419,415,78.5,67.66,45.32,25.96,26.84,354,67,21.29,26.57,352,69,22.83,24.92,246,149,147,51.32,50.89
0,295,59,43.3,20.69,21.66,294,61,43.2,22.67,20.89,221,15.92,11.37,221,15.63,11.26,418,414,78,69.63,44.59,25.27,26.93,417,412,76,68,43.91,24.49,27.45,324,70,21.66,30.31,322,72,21.81,28.74,253,142,144,49.96,48.98
1,247,44,33.25,19.16,17.06,248,48,34.46,19.36,18.23,189,14.12,9.68,189.5,13.93,9.45,346,342,63,56.7,35.55,21.75,22.47,341.5,335,63.5,55.77,35.24,22.96,21.87,276,57.5,16.98,22.03,277,57,17.63,20.45,228.5,135,134,41.53,40.37
1,254,49.5,35.77,17.67,16.68,258,50.5,36.68,17.98,18.35,204,12.29,9.12,204.5,11.57,9.1,383.5,379,68,57.23,39.07,21.37,24.01,382,376,68,57.82,39.72,19.79,24.49,305,60,16.94,21.43,303,62,17.19,20.19,232.5,140,139,45.41,46.2
1,273,51,37.89,17.13,17.65,311.53,56.09,38.68,23.72,22.18,228.62,16.07,10.93,200,14.4,10.34,382,380.5,69,60.44,39.71,23.02,23.59,385,383,69,59.77,40.17,23.66,22.6,315,62,18.26,20.85,316,63,19.18,20.97,249.5,139,140,45.52,44.93
1,274,53,38.27,16.58,17,276,53,38.43,17.27,16.56,198,13.22,8.68,198,14.7,8.74,457.68,395.94,78.35,58.58,49.32,24.93,20.29,380.5,378,69,58.68,38.29,25.28,21.98,307,62,16.87,22.15,305,63,17.59,20.69,238,142,145,42.69,43.27
1,273,52,37.24,16.51,17.44,276,53,36.98,16.86,17.46,198,12.91,9.46,198.5,12.79,9.36,383,378,72.5,62.89,40.85,23.63,22.27,386,377,71.5,62.02,40.56,24.69,21.85,295.5,67,18.47,21.65,294,66,18.89,21.01,255.5,145,145,47.01,47.14
1,267,50,38.65,18.65,17.67,267.5,49,37.85,18.38,18.01,186.5,13.66,9.75,187.5,14.22,9.68,378.5,372,70,59.33,39.33,24.49,22.9,374,369,69,58.65,38.31,24.33,23.17,311,62,18.87,23.78,311,62,18.98,22.95,271.14,154.51,165.19,49.96,50.93
1,258,46,35.07,15.3,18.15,260,47,35.05,16.1,18.48,192.5,11.63,9.92,195,12.82,9.5,360,355,64.5,58.63,36.89,22.3,22.01,356,350.5,63,56.67,36.79,21.16,20.88,290,59.5,17.85,21.76,288.5,58.5,18.2,20.82,238,141,140,42.31,42.05
1,270.5,51,39.4,17.25,18.48,274,52,39.31,17.63,18.47,207,12.77,9.25,209,12.55,9.32,379,372,70.5,61.09,41.29,23.14,23.14,379.5,373,72,61.58,40.82,22.56,22.39,300,63,18.25,21.7,302,63.5,19.56,20.44,253,154,154,46.96,46.41
1,262,47,35.75,16.54,17.51,263.5,48,35.85,16.19,17.89,194,13.06,9.06,197,12.9,9.32,379.5,376,70,61.77,37.96,21.7,22.22,378,375,70,61.11,38.16,21.23,21.89,297,62,17.34,21.86,297,63,17.24,20.64,218,135,136,44.01,44.17
1,251,47,34.54,16.95,18.64,254,47,34.39,17.99,18.79,179,13.41,9.94,180,13.15,10.2,351,346,65,56.01,37.99,22.13,21.2,348,344,63,56.38,38.31,23.97,20.25,280.5,59,17.75,22.03,278,58,17.52,22.54,243.5,144,139,45.14,44.67
1,277,47,35.85,15.71,17.09,279.5,47,35.24,14.15,17.79,202,11.94,9.25,203,12.35,9.72,379.5,378,67,57.13,38.17,24.38,21.66,383,381,67,58.83,38.21,23.66,21.79,310,62,18.19,21.81,310,63,19.24,20.89,249.5,142,141,42.46,42.6
1,284,52,37.96,19.44,18.78,278,51,36.26,17.75,19.77,209.5,13.8,10.84,202,14.71,10.57,384,382,68,57.71,38.85,21.37,23.52,380.5,379.5,68,59.24,38.81,22.06,24.41,308.5,62,19.66,22.59,312,64,21.16,22.37,244.5,144,150,45.95,43.72
1,306,59,44.32,19.98,19.55,315,60,44.58,20.82,20.73,240,11.26,10.89,239.5,12.9,11.37,436,432,78,65.67,45.29,22.12,29.4,437,433,77,66.6,47.19,25.4,27.43,309.24,77.43,22.86,35.05,377,73,22.36,24.24,273.5,159,157.51,47.44,50.25
0,315,63,46.87,22.5,23.77,309,63,47.36,24.05,23.38,254,14.7,12.91,253,15.61,12.9,433.81,416.57,69.01,68.82,53.24,28.41,26.84,442,437,83,71.91,45.4,27.15,33.36,339.03,81.97,25.2,26.92,374,75,24.48,27.79,268,143.28,154,50.56,49.53
1,290,58,42.43,20.1,22.71,296,57.5,42.54,20.67,23.21,252.3,15.53,11.76,223,14.69,11.94,405,401,74,64.17,41.81,27.09,26.32,396.5,395,72,61.82,42.69,25.26,26.28,345,67,21.74,26.03,341,67,20.94,24.95,286,155,154,47.61,48.06
0,298,57,44.15,22.26,20.05,332.24,64.32,44.55,19.87,21.6,254,13.09,11.69,213.32,15.87,15.2,463,455,84.5,72.9,45.65,25.25,30.42,458,449,83,73.63,44.86,26.44,30.15,384,75,23.77,33.5,384,80.5,23.42,30.92,265,163,164,53.16,52.17
0,304,59,48.88,26.52,24.6,310,64,48.43,27.83,25.48,247,16.29,12.43,245,16.25,12.1,442.5,440,90,78.21,50.17,25.23,31.63,439.5,435,90,77.14,49.68,25.02,31.99,360,79,24.43,26.98,361,78,25.45,26.66,252,145,147,56.29,56.79
0,308,61,47.47,23.64,23.08,315,62,49.53,23.83,23.84,250,15.29,12.52,255,18.73,14.6,448,437,89,79.71,50.06,28.36,29.2,486.4,451.79,85.25,58.64,40.7,25.78,25.46,375,81,24.18,30.75,377,81,27.47,29.24,284,161,164,54.26,54.65
0,333,61,47.3,22.38,17.97,335,62.5,47.64,20.83,20.74,260,13.6,11.11,259,13.85,11.89,472,468,84,73.5,47.62,26.66,28.67,474,469,84,71.86,47.69,26.97,28.55,384.5,79,22.06,21.61,384,80.5,22.31,27.24,270,159,161,53.64,54.51
0,335,61,46.02,21.29,17.88,341,63,47.76,20.7,19.19,266,14.34,11.26,261,14.34,13.74,490,487,84,71.73,46.32,28.29,29.05,491,488,85,71.11,47.01,27.67,29.22,348.93,68.01,18.2,25.74,405,75,22.62,25.46,269.5,154,155,51.87,51.53
0,329,63,49.15,24.05,23.83,342.41,62.77,40.3,21.5,24.6,261,17.72,13.09,262.72,12.6,9.76,375.45,405.9,68.94,70.11,46.85,26.07,28.45,449,445,82,70.01,47.29,27.2,32.23,388,74,24.83,30.25,388,75,24.62,27.49,255,141.66,160,49.86,50.53
0,315.5,60.5,45.38,22.51,20.99,316,61,45.9,23.58,21.71,257,16.36,12.35,256,15.83,12.06,427,424,80,69.49,44.58,26.24,28.25,414.36,377.89,81.55,69.33,42.61,24.88,26.26,367,71.02,22.6,27.45,360.45,62.41,20.48,23.34,273,148,152,43.24,50.3
0,297,51,38.82,19.54,19.95,302,53,39.62,20.48,20.63,223,13.95,10.01,227,16.55,11.23,422,417.5,71.5,62.7,40.03,25.77,26.54,418,416,70,61.81,41.59,25.44,25.84,334,68,22,24.75,332,67,22.72,23.76,235,145.99,149.56,46.07,47.47
0,299,60,44.51,19.66,21.41,298,58,44.31,20.22,19.47,237,14.13,10.45,238,14.2,10.64,372,369,77,66.24,44.7,23.73,27.79,373,372,77,67.79,44.21,23.94,27.3,331.5,74.07,20.47,24.08,357.7,69.44,25.34,24.61,244,141,140,48.99,49
0,336,55,43.47,19.29,22.68,338,59.5,44.43,22.35,22.28,254,13.75,12.39,253,15.35,13.47,485.5,477.5,78,70.2,43.16,24.16,27.84,487,475,81,68.02,44.02,23.27,26.19,382,73.5,25.4,26.95,383,72.5,25.88,25.05,235,146,146,49.58,48.39
0,330,58,42.6,17.65,18.3,341,60,43.7,19.68,19.44,258,14.37,11.2,254,13.91,10.78,443,442,74.5,65.47,45.3,24.75,29.11,440.5,435,80,68.96,44.4,26.56,26.55,370.5,70,23.31,29.41,371,69,24.07,26.97,251,150,151,50.5,51.47
0,298,51,39.81,21.04,20.13,294,51,38.99,20.01,19.68,227,14.17,10.6,227,13.27,11.34,399,397,66.5,55.33,39.85,22.89,26.18,400.5,397,67,55.31,39.87,22.41,25.82,354,61,27.35,25.61,360,61.5,25.42,24.54,239,140,137,45.21,44.4
0,308,58,43.74,19.33,19.61,307,59,45.21,21.39,20.22,232,14.32,11.26,236,14.61,11.47,428,427,77.5,68.07,45.19,26.04,27.83,431,430,78,70.17,44.52,25.34,28.73,351,70,22.52,29.2,357,73,25.39,28.08,259,149,148,50.3,49.98
0,312,56,41.26,18.77,17.3,314,58.5,42.2,18.59,17.76,237,13.11,10.94,239,13.46,11.18,450.26,485.98,64.02,62.41,48.04,20.34,30.17,425,423,75,65.41,40.92,24.3,28.1,374.46,68.3,21.04,24.42,375,72.41,22.04,24.66,274,157,155,46.86,47.64
0,306,55.5,42.79,17.55,17.82,309,57,42.92,17.32,17.56,234,13.15,10.25,235,13.02,10.66,439,436,77.01,64.49,40.44,27.25,24.35,391.48,402.66,71.55,69.19,38.32,23.33,27.27,414.1,64.49,26.03,23.19,389.08,65.34,20.49,26.76,254,155,151.59,46.06,46.54
0,330,60.5,46.11,17.84,20.13,330,61,47.73,18.43,22.13,244,13.7,11.35,244.5,14.18,12.46,455,454,79,69.71,44.9,29.24,28.51,454,452,80,69.87,44.77,28.49,28.9,299.31,75.04,20.91,26.93,349.63,70.69,25.05,26.4,258,153,154,49.85,50.12
0,344,65,50.03,19.82,21.25,338,66,49.82,20.62,21.38,253,15.43,13.02,257,15.64,12.61,403.77,388.07,82.7,64.07,49.72,24.62,26.59,470,467,70.44,66.08,49,25.83,29.18,358.74,55.09,19.66,28.21,392,75,22.4,27.18,284,171,172,55.07,54.24
0,312,62,41.83,20.81,20.44,310,61,43.09,22.28,22.21,249,14.49,12.24,245.12,15.96,13.53,425,423,77,67.19,45.39,25.68,26.67,424.5,423,77,67.17,45.56,27.36,26.72,303.04,64.29,14.93,24.01,353,67.85,20.68,23.75,257,168,170,51.17,51.71
1,274.05,55.97,41.47,20.55,21.54,315,52,39.01,16.57,18.81,212,11.49,9.17,222,13.04,9.3,428.5,425,74,65.86,37.73,22.21,26.2,428,426,74.5,64.89,38.66,22.33,25.39,358,67,18.7,24.12,353,67,19.37,23.83,240,146,148,44.93,43.08
0,308.08,64.47,40.12,21.47,19.66,334,62,46.88,21.45,20.54,238.36,12.76,9.22,255,15.01,11.92,454,453.5,84,74.79,46.09,25.97,28.56,426.58,381.8,75.54,71.31,47.2,27.62,27.14,395,75,21.26,30.4,317.12,72.01,23.81,25.94,281.5,161,142.86,50.63,50.97
0,303.06,59.13,45.39,16.42,22.78,313,60,39.14,19.47,19.48,228,13.39,10.88,226,15.51,10.83,432,427.5,73,63.74,39.71,25.92,25.42,428,424,86.3,68.72,39.25,25.12,25.21,349,64,19.94,25.1,354.5,68,19.63,25.61,256,153.57,153.88,49.1,47.18
1,265,56,36.84,15.84,17.11,273,50,36.94,16.03,18.07,217,9.77,8.14,219,9.89,8.51,351.5,349,63.5,53.06,36.6,22.55,21.28,375,373,63,53.52,35.76,19.38,25.82,307.5,61,16.85,21.17,310,63,18.55,20.32,256,152,151,40.34,40.18
0,310,64,43.7,21.64,23.33,322.86,61.1,38.7,22.07,25.4,258,16.41,11.44,273.99,15.7,12.58,480,475,90,78.77,50.89,28.55,31.3,471,467,89,78.42,49.31,28.13,32.61,325.91,61.52,15.35,26.48,390.04,57.47,22.78,23.87,293,178,176,57.48,57.27
0,346,65,47.65,23.84,21.53,360,68,48.33,26.2,26.64,276,14.59,13.01,284,16.25,13.06,485,482,88.5,78.43,49.82,27.16,32.63,489,484,87.5,76.57,50.23,27.78,33.36,408,81.5,25.22,32.78,412,82,25.67,29.37,307,171,173,56.35,55.1
0,307,60,44.15,21.74,20.02,304,59,45.19,21.9,20.24,238,13.9,11.12,240,14.37,11.67,409,404,74.5,63.21,40.27,26.06,27.58,410,405,74,61.93,41.37,25.35,28.09,340,62,22.1,24.65,338,67,22.93,23.29,270,154,151,49,50
1,302,56,43.46,20.35,20.67,305,59,43.62,20.69,21.11,227,13.36,10.37,226,12.38,10.67,476.73,429.06,78.63,56.46,43.52,25.5,23.69,416,411,72,61.7,40.81,24.48,27.83,338.65,71.76,19.53,27.04,337,67,21.27,26.42,274,148,152,40,46.17
0,318,59,44.29,22.8,19.61,327,60,44.51,23.19,21.42,254,13.86,12.42,261,14.69,12.98,472.38,379.3,73.6,66.19,42.27,23.31,23.35,436,430,80,69.79,46.75,26.5,30,383.62,75.95,21.91,28.04,373,74,27.39,24.36,271,152,150,48.29,52.23
0,288.5,54,41.61,19.34,19.32,295,50.92,42.29,22.64,21.03,220,13.08,10.56,227,14.08,11.58,416,414,77,70.65,44.52,27.03,26.53,417,415,78,70.07,44.07,26.38,27.07,345,75,21.35,26.91,342,76,21.92,27.41,273,160,159,46.97,47.82
1,273,49,36.9,18.13,19.43,274,48,37.27,16.27,17.59,206,11.87,9.43,206,12.27,9.56,382,379,70,60.42,38.45,23.34,23.78,380,378,68,58.93,37.72,22.81,24.03,304,67,17.05,24.03,303,65,17.6,23.17,247,140,141,43.87,42.71
0,314,60,44.46,23.12,21.87,312,60.5,45.35,22.89,21.88,255,14.44,12.74,237.96,15.28,11.94,359.62,466.49,68.95,57.94,49.36,28.34,26.23,407,405,79,68.89,44.05,26.28,28.53,343.62,72.54,17.26,26.08,348,74,21.75,25.3,273,155,154,49.44,48.26
0,325,64,48.44,19.28,22.53,331,67,49.77,20.61,22.82,246,14.74,11.63,251,15.07,12.21,453,451.5,86,78.75,49.37,28.74,29.7,460,455.5,87,77.99,50.34,27.45,28.84,379,75,23.94,25.26,380,76,24.52,28.3,253,147.18,140.61,54.8,56.19
1,299,60.5,45.78,17.45,19.8,301,66,46.14,18.12,19.07,239,13.48,10.37,235,13.67,10.75,440,437,79,69.94,45.09,26.34,29.69,443,438,80,70.3,44.95,24.71,31.02,365,68,23.53,27.13,360,70,24.35,27.64,228,146,146,49.86,49.91
0,311,58,41.01,18.49,19.32,310.5,59,42.8,18.76,20.2,232,13.3,10.8,231.23,13.1,12.62,445,444,70.24,66.07,42,24.41,31.68,452,451,75,64.77,39.91,24.96,33.17,375.5,73.52,23.52,27.78,376.07,67.24,21.14,22.45,234,159.72,140,52.43,45.45
1,328,62,46.73,19.03,19.95,334,63,50.11,19.77,19.93,248,13.29,12.41,254,13.5,13.11,420,413,74,64.79,42.14,21.24,23.81,418,412,74,63.34,41.38,21.36,24.08,340,69,21.24,26.54,340,72,20.66,25.6,268,156,154,51.73,52
1,322.5,56,40.97,15.81,18.03,334,57.5,42.2,17.32,17.8,231.5,12.68,10.26,235,12.21,10.7,451,449,76.91,63.17,42.21,24.79,24.81,444,443,75,64.42,42.39,22.9,24.61,349,67,20.13,22.17,335.71,74.41,22.05,21.32,270,153.18,142.35,45.88,49.09
0,323,61,44.19,19.09,19.64,327,64,45.26,18.76,19.8,220.33,14.84,8.96,255.11,15.1,13.82,455,453,78,69.04,47.14,27.74,26.56,400.81,378.3,77.58,70.82,41.78,26.95,24.48,375,73,22.86,25.22,367.3,64.79,25.72,21.73,263.5,155,153,52.52,53.77
1,301,62,42.95,17.11,19.66,289,63.5,41.46,16.78,20.09,235.09,16.94,10.51,235,13.64,9.11,427.5,425,74,68.48,42.96,24.04,26.41,431,429,77,68.17,42.71,21.98,26.24,357,73,22.13,24.39,353,73,21.75,22.43,276.72,141.85,150.02,43.75,51.01
1,281,53,38.8,17.65,20.86,294.5,55,40.75,17.58,21.39,244.38,11.25,10.99,216,13.95,10.66,388,382,74.5,62.71,41.73,21.86,21.65,391,386,73,62.53,41.54,21.38,21.84,330,66,18.05,19.71,329,65,18.27,19,270,151,150,51.85,50.21
1,289,52,39.76,16.44,18.43,293,52,38.87,16.86,17.76,230.5,11.42,9.65,234.5,11.43,9.34,418,414,70,61.02,38.94,22.66,25.93,424.92,403.75,77.74,65.99,43.14,23.55,29.09,351,62,18.69,22.17,317.99,72.27,23.84,24.49,250,143,145,44.56,47.11
0,345,67,50.42,19.66,21.02,351.5,66,50.37,20.41,21.3,272,12.73,10.95,274.5,13.38,10.81,418.92,442.13,73.03,62.88,44.76,26.23,29.44,418.53,417.61,86.84,71.53,39.09,23.79,24.44,410,77,23.67,26.98,410,78,25.05,25.83,278,162,161,54.94,55.02
0,332,65,45.97,19.75,21.21,334,64,46.03,20.82,19.85,257,13.46,12.58,261.5,13.57,11.55,473,470,82,70.38,48.64,27.42,29.61,478,470.5,83,70.96,49.1,26.5,27.99,395,74,21.9,26.26,395,74,21.81,25.98,275.5,147,147,51.29,54.32
1,314.56,64.41,42.87,16.15,18.06,286,53,40.53,16.01,16.35,247.56,16.55,9.75,211,11.37,8.12,405,402,70,57.96,40.61,20.56,23.21,406,404,73,61.97,41.13,21.34,22.09,334,64,16.82,22,333,64.5,18.37,20.92,252,149,144,53.19,46.05
0,321.5,66,47.71,23.04,21.73,323,67,49.45,22.91,22.22,253,15.52,12.79,253,16.27,12.39,462,456.5,81,69.45,47.45,26.08,27.82,457.5,454.5,81,71.09,47.51,26.73,28.82,387,74,21.81,27.6,367.12,65.18,17.69,30.87,280.5,165,163,51.48,51.56
1,277,53,39.32,14.94,17.75,286,57,39.1,15.09,18.19,213.5,11.32,9.44,219,12.7,9.33,412,411,75,65.79,42.1,26,23.79,413.5,411,74,63.82,42.2,24.38,23.02,341,67,19.05,20.77,338,65,20.5,21.33,276,159,162,47.38,45.17
1,270.5,50,36.34,15.56,18.27,278,53,36.69,15.59,18.84,213,12.12,9.35,219,13.38,9.74,398,395,72,62.63,38.85,23.31,25.13,396,395,71.5,61.43,38.84,23.81,25.1,337,64,19.88,23.04,336,64,18.94,20.41,253,153,155,44.31,45.46
0,308,60,42.42,21.4,18.75,309,59,42.96,22.17,18.28,243,13.34,11.34,243,13.86,11.5,430,422,79,68.69,45.68,22.51,26.62,432.5,427,81,70.16,45.6,23.32,27.25,356,72.5,21.67,24.03,354,73,21.67,23.66,253,148,149,52.23,50.97
1,327.41,63.1,43.71,19.15,17.92,288.18,59.65,42.55,21.79,24.01,213,14.11,10.14,221.21,17.4,11.16,400,397,73,62.85,39.46,23.67,23.82,404,398,73,62.89,40.24,22.93,23.62,347,64,19.84,23.94,344,65,19.96,23,250,146.97,145,46.46,45.35
0,309.95,61.1,41.75,21.11,16.58,335,59,43.22,20.8,23.14,243,14.19,12.13,241,16.65,11.52,461,457,82,70.92,46.4,26.92,25.58,454,450,84,72.94,47.22,26.83,26.85,372,64,21.69,27.95,373,72,22.64,28.9,281,153,144.04,50.95,51.94
0,340,63,44.94,20.86,20.2,343,65,44.67,20.13,22.19,261,12.99,12.78,260,13.8,11.88,476,467,83,72.84,49.15,26.42,28.32,474,466,81,71.84,48.87,26.15,27.62,409,76,21.51,29.01,406,77,22.51,29.96,274,163,160,55.15,54.74
